Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,Day_Perc_Change,Trend
2019-10-24,139.94,139.14,140.4,138.69,37.28M,37280000.0,10,2019,0.0,Slight or No change
2019-10-23,137.24,136.88,137.45,135.61,31.38M,31380000.0,10,2019,-0.019293983135629467,Slight or No change
2019-10-22,136.37,138.97,140.01,136.26,27.94M,27940000.0,10,2019,-0.0063392596910522014,Slight or No change
2019-10-21,138.43,138.45,138.5,137.01,20.72M,20720000.0,10,2019,0.015105961721786354,Slight or No change
2019-10-18,137.41,139.76,140.0,136.56,32.28M,32280000.0,10,2019,-0.007368345011919408,Slight or No change
2019-10-17,139.69,140.95,141.42,139.02,22.10M,22100000.0,10,2019,0.016592678844334463,Slight or No change
2019-10-16,140.41,140.79,140.99,139.53,20.84M,20840000.0,10,2019,0.005154270169661412,Slight or No change
2019-10-15,141.57,140.06,141.79,139.81,19.92M,19920000.0,10,2019,0.008261519834769526,Slight or No change
2019-10-14,139.55,139.69,140.29,139.52,13.59M,13590000.0,10,2019,-0.014268559723105034,Slight or No change
2019-10-11,139.68,140.12,141.03,139.5,25.55M,25550000.0,10,2019,0.0009315657470441163,Slight or No change
2019-10-10,139.1,138.49,139.67,138.25,18.40M,18400000.0,10,2019,-0.004152348224513269,Slight or No change
2019-10-09,138.24,137.46,138.7,136.97,20.18M,20180000.0,10,2019,-0.006182602444284591,Slight or No change
2019-10-08,135.67,137.08,137.76,135.62,26.78M,26780000.0,10,2019,-0.01859085648148162,Slight or No change
2019-10-07,137.12,137.14,138.18,137.02,16.60M,16600000.000000002,10,2019,0.010687698090956044,Slight or No change
2019-10-04,138.12,136.75,138.25,136.42,23.84M,23840000.0,10,2019,0.007292882147024393,Slight or No change
2019-10-03,136.28,134.95,136.75,133.22,26.38M,26380000.0,10,2019,-0.013321749203591082,Slight or No change
2019-10-02,134.65,136.25,136.37,133.58,32.00M,32000000.0,10,2019,-0.011960669210449026,Slight or No change
2019-10-01,137.07,139.66,140.25,137.0,22.58M,22580000.0,10,2019,0.017972521351652393,Slight or No change
2019-09-30,139.03,138.05,139.22,137.78,18.43M,18430000.0,9,2019,0.014299263150215236,Slight or No change
2019-09-27,137.73,140.15,140.36,136.65,22.50M,22500000.0,9,2019,-0.009350499892109676,Slight or No change
2019-09-26,139.54,139.44,140.18,138.44,17.81M,17810000.0,9,2019,0.013141653960647703,Slight or No change
2019-09-25,139.36,137.5,139.96,136.03,22.54M,22540000.0,9,2019,-0.0012899527017341539,Slight or No change
2019-09-24,137.38,140.36,140.69,136.88,30.02M,30020000.0,9,2019,-0.014207807118254978,Slight or No change
2019-09-23,139.14,139.23,139.63,138.44,17.41M,17410000.0,9,2019,0.012811180666763677,Slight or No change
2019-09-20,139.44,141.01,141.65,138.25,40.04M,40040000.0,9,2019,0.0021561017680036265,Slight or No change
2019-09-19,141.07,140.3,142.37,140.07,36.10M,36100000.0,9,2019,0.011689615605278147,Slight or No change
2019-09-18,138.52,137.36,138.67,136.53,24.47M,24470000.0,9,2019,-0.01807613241653072,Slight or No change
2019-09-17,137.39,136.96,137.52,136.43,17.98M,17980000.0,9,2019,-0.00815766676292251,Slight or No change
2019-09-16,136.33,135.83,136.7,135.66,16.73M,16730000.0,9,2019,-0.007715263119586369,Slight or No change
2019-09-13,137.32,137.78,138.06,136.57,23.36M,23360000.0,9,2019,0.007261791241839566,Slight or No change
2019-09-12,137.52,137.85,138.42,136.87,27.01M,27010000.0,9,2019,0.0014564520827267113,Slight or No change
2019-09-11,136.12,135.91,136.27,135.09,24.73M,24730000.0,9,2019,-0.01018033740546831,Slight or No change
2019-09-10,136.08,136.8,136.89,134.51,28.90M,28900000.0,9,2019,-0.00029385836027029377,Slight or No change
2019-09-09,137.52,139.59,139.75,136.46,25.77M,25770000.0,9,2019,0.01058201058201047,Slight or No change
2019-09-06,139.1,140.03,140.18,138.2,20.82M,20820000.0,9,2019,0.01148923792902834,Slight or No change
2019-09-05,140.05,139.11,140.38,138.76,26.12M,26120000.0,9,2019,0.006829618979151908,Slight or No change
2019-09-04,137.63,137.3,137.69,136.48,18.02M,18020000.0,9,2019,-0.017279543020349952,Slight or No change
2019-09-03,136.04,136.61,137.2,135.7,18.88M,18880000.0,9,2019,-0.011552713797863823,Slight or No change
2019-08-30,137.86,139.15,139.18,136.27,23.95M,23950000.0,8,2019,0.01337841811231999,Slight or No change
2019-08-29,138.12,137.25,138.44,136.91,20.18M,20180000.0,8,2019,0.0018859712752066216,Slight or No change
2019-08-28,135.56,134.88,135.76,133.55,17.41M,17410000.0,8,2019,-0.018534607587604945,Slight or No change
2019-08-27,135.74,136.39,136.72,134.66,23.12M,23120000.0,8,2019,0.0013278253172026577,Slight or No change
2019-08-26,135.45,134.99,135.56,133.9,20.33M,20330000.0,8,2019,-0.002136437306615724,Slight or No change
2019-08-23,133.39,137.19,138.35,132.8,38.52M,38520000.0,8,2019,-0.01520856404577342,Slight or No change
2019-08-22,137.78,138.66,139.2,136.29,18.71M,18710000.0,8,2019,0.03291101281955178,Slight or No change
2019-08-21,138.79,138.55,139.49,138.0,14.98M,14980000.0,8,2019,0.007330526926984993,Slight or No change
2019-08-20,137.26,138.21,138.71,137.24,21.19M,21190000.0,8,2019,-0.011023848980474149,Slight or No change
2019-08-19,138.41,137.85,138.55,136.88,24.37M,24370000.0,8,2019,0.008378260236048485,Slight or No change
2019-08-16,136.13,134.88,136.46,134.72,25.03M,25030000.0,8,2019,-0.016472798208222006,Slight or No change
2019-08-15,133.68,134.39,134.58,132.25,28.13M,28130000.0,8,2019,-0.017997502387423703,Slight or No change
2019-08-14,133.98,136.36,136.92,133.67,32.53M,32530000.0,8,2019,0.002244165170556478,Slight or No change
2019-08-13,138.6,136.05,138.8,135.0,25.50M,25500000.0,8,2019,0.034482758620689724,Slight or No change
2019-08-12,135.79,137.07,137.86,135.24,20.48M,20480000.0,8,2019,-0.020274170274170333,Slight or No change
2019-08-09,137.71,138.61,139.38,136.46,23.47M,23470000.0,8,2019,0.014139480079534694,Slight or No change
2019-08-08,138.89,136.6,138.99,135.93,27.50M,27500000.0,8,2019,0.008568731392055717,Slight or No change
2019-08-07,135.28,133.79,135.65,131.83,33.41M,33409999.999999996,8,2019,-0.025991792065663377,Slight or No change
2019-08-06,134.69,133.8,135.68,133.21,32.70M,32700000.000000004,8,2019,-0.004361324659964527,Slight or No change
2019-08-05,132.21,133.3,133.93,130.78,42.75M,42750000.0,8,2019,-0.018412651273294167,Slight or No change
2019-08-02,136.9,138.09,138.32,135.26,30.79M,30790000.0,8,2019,0.03547386733227431,Slight or No change
2019-08-01,138.06,137.0,140.94,136.93,40.56M,40560000.0,8,2019,0.008473338203067948,Slight or No change
2019-07-31,136.27,140.33,140.49,135.08,38.60M,38600000.0,7,2019,-0.012965377372156972,Slight or No change
2019-07-30,140.35,140.14,141.22,139.8,16.85M,16850000.0,7,2019,0.02994055918397298,Slight or No change
2019-07-29,141.03,141.5,141.51,139.37,16.61M,16610000.0,7,2019,0.004845030281439344,Slight or No change
2019-07-26,141.34,140.37,141.68,140.3,19.04M,19040000.0,7,2019,0.0021981138764801678,Slight or No change
2019-07-25,140.19,140.43,140.61,139.32,18.36M,18360000.0,7,2019,-0.008136408659968897,Slight or No change
2019-07-24,140.72,138.9,140.74,138.85,20.74M,20740000.0,7,2019,0.0037805834938298144,Slight or No change
2019-07-23,139.29,139.76,139.99,138.03,18.03M,18030000.0,7,2019,-0.010162023877202997,Slight or No change
2019-07-22,138.43,137.41,139.19,137.33,25.08M,25080000.0,7,2019,-0.006174168999928065,Slight or No change
2019-07-19,136.62,140.22,140.67,136.45,48.99M,48990000.0,7,2019,-0.013075200462327574,Slight or No change
2019-07-18,136.42,135.55,136.62,134.67,30.81M,30810000.0,7,2019,-0.001463914507392916,Slight or No change
2019-07-17,136.27,137.7,137.93,136.22,20.21M,20210000.0,7,2019,-0.0010995455211844085,Slight or No change
2019-07-16,137.08,138.96,139.05,136.52,22.73M,22730000.0,7,2019,0.005944081602700546,Slight or No change
2019-07-15,138.9,139.44,139.54,138.46,16.65M,16649999.999999998,7,2019,0.013276918587685982,Slight or No change
2019-07-12,138.9,138.85,139.13,138.01,18.94M,18940000.0,7,2019,0.0,Slight or No change
2019-07-11,138.4,138.2,139.22,137.87,22.33M,22330000.0,7,2019,-0.003599712023038104,Slight or No change
2019-07-10,137.85,137.13,138.58,137.02,24.20M,24200000.0,7,2019,-0.0039739884393064084,Slight or No change
2019-07-09,136.46,136.0,136.97,135.8,19.95M,19950000.0,7,2019,-0.010083424011606668,Slight or No change
2019-07-08,136.96,136.4,137.1,135.37,16.78M,16780000.0,7,2019,0.0036640773853142683,Slight or No change
2019-07-05,137.06,135.94,137.33,135.72,18.14M,18140000.0,7,2019,0.0007301401869157509,Slight or No change
2019-07-03,137.46,136.8,137.74,136.29,13.63M,13630000.0,7,2019,0.002918429884722018,Slight or No change
2019-07-02,136.58,136.12,136.59,135.34,15.24M,15240000.0,7,2019,-0.0064018623599592095,Slight or No change
2019-07-01,135.68,136.63,136.7,134.97,22.65M,22650000.0,7,2019,-0.006589544589251761,Slight or No change
2019-06-28,133.96,134.57,134.6,133.16,30.04M,30040000.0,6,2019,-0.012676886792452824,Slight or No change
2019-06-27,134.15,134.14,134.71,133.51,16.56M,16559999.999999998,6,2019,0.0014183338309943228,Slight or No change
2019-06-26,133.93,134.35,135.74,133.6,23.66M,23660000.0,6,2019,-0.0016399552739471135,Slight or No change
2019-06-25,133.43,137.25,137.59,132.73,33.33M,33330000.0,6,2019,-0.00373329351153584,Slight or No change
2019-06-24,137.78,137.0,138.4,137.0,20.63M,20630000.0,6,2019,0.032601364011091816,Slight or No change
2019-06-21,136.97,136.58,137.73,136.46,36.73M,36730000.0,6,2019,-0.005878937436492926,Slight or No change
2019-06-20,136.95,137.45,137.66,135.72,33.04M,33040000.0,6,2019,-0.0001460173760677863,Slight or No change
2019-06-19,135.69,135.0,135.93,133.81,23.74M,23740000.0,6,2019,-0.009200438116100718,Slight or No change
2019-06-18,135.16,134.19,135.24,133.57,25.93M,25930000.0,6,2019,-0.0039059621195371985,Slight or No change
2019-06-17,132.85,132.63,133.73,132.53,14.52M,14520000.0,6,2019,-0.017090855282627992,Slight or No change
2019-06-14,132.45,132.26,133.79,131.64,17.82M,17820000.0,6,2019,-0.0030109145652992275,Slight or No change
2019-06-13,132.32,131.98,132.67,131.56,17.20M,17200000.0,6,2019,-0.0009815024537560557,Slight or No change
2019-06-12,131.49,131.4,131.97,130.71,17.09M,17090000.0,6,2019,-0.006272672309552529,Slight or No change
2019-06-11,132.1,133.88,134.24,131.28,23.91M,23910000.0,6,2019,0.004639136055973658,Slight or No change
2019-06-10,132.6,132.4,134.08,132.0,26.48M,26480000.0,6,2019,0.0037850113550341735,Slight or No change
2019-06-07,131.4,129.19,132.25,128.26,33.89M,33890000.0,6,2019,-0.009049773755656076,Slight or No change
2019-06-06,127.82,126.44,127.97,125.6,21.46M,21460000.0,6,2019,-0.027245053272450637,Slight or No change
2019-06-05,125.83,124.95,125.87,124.21,24.93M,24930000.0,6,2019,-0.015568768580816683,Slight or No change
2019-06-04,123.16,121.28,123.28,120.65,29.38M,29380000.0,6,2019,-0.021219105141858097,Slight or No change
2019-06-03,119.84,123.85,124.37,119.01,37.98M,37980000.0,6,2019,-0.026956804157193814,Slight or No change
2019-05-31,123.68,124.23,124.61,123.32,26.65M,26650000.0,5,2019,0.03204272363150862,Slight or No change
2019-05-30,125.73,125.26,125.76,124.78,16.83M,16830000.0,5,2019,0.016575032341526574,Slight or No change
2019-05-29,124.94,125.38,125.39,124.04,22.76M,22760000.0,5,2019,-0.006283305495903946,Slight or No change
2019-05-28,126.16,126.98,128.0,126.05,23.13M,23130000.0,5,2019,0.009764687049783838,Slight or No change
2019-05-24,126.24,126.91,127.42,125.97,14.12M,14120000.0,5,2019,0.0006341154090043766,Slight or No change
2019-05-23,126.18,126.2,126.29,124.74,23.60M,23600000.0,5,2019,-0.000475285171102513,Slight or No change
2019-05-22,127.67,126.62,128.24,126.52,15.40M,15400000.0,5,2019,0.011808527500396293,Slight or No change
2019-05-21,126.9,127.43,127.53,126.58,15.29M,15290000.0,5,2019,-0.006031174120780136,Slight or No change
2019-05-20,126.22,126.52,127.59,125.76,23.71M,23710000.0,5,2019,-0.005358550039401111,Slight or No change
2019-05-17,128.07,128.31,130.46,127.92,25.77M,25770000.0,5,2019,0.014656948185707508,Slight or No change
2019-05-16,128.93,126.75,129.38,126.46,30.11M,30110000.0,5,2019,0.0067150776918873945,Slight or No change
2019-05-15,126.02,124.26,126.71,123.7,24.72M,24720000.0,5,2019,-0.02257038703172276,Slight or No change
2019-05-14,124.73,123.87,125.88,123.7,25.27M,25270000.0,5,2019,-0.010236470401523534,Slight or No change
2019-05-13,123.35,124.11,125.55,123.04,33.94M,33940000.0,5,2019,-0.011063898019722629,Slight or No change
2019-05-10,127.13,124.91,127.93,123.82,30.92M,30920000.0,5,2019,0.03064450749898673,Slight or No change
2019-05-09,125.5,124.29,125.79,123.57,27.24M,27240000.0,5,2019,-0.012821521277432524,Slight or No change
2019-05-08,125.51,125.44,126.37,124.75,28.42M,28420000.0,5,2019,7.968127490043386e-05,Slight or No change
2019-05-07,125.52,126.46,127.18,124.22,36.02M,36020000.0,5,2019,7.967492630056583e-05,Slight or No change
2019-05-06,128.15,126.39,128.56,126.11,24.24M,24240000.0,5,2019,0.020952836201402203,Slight or No change
2019-05-03,128.9,127.36,129.43,127.25,24.91M,24910000.0,5,2019,0.005852516582130374,Slight or No change
2019-05-02,126.21,127.98,128.0,125.52,27.35M,27350000.0,5,2019,-0.020868890612878332,Slight or No change
2019-05-01,127.88,130.53,130.65,127.7,26.82M,26820000.0,5,2019,0.013231915062198008,Slight or No change
2019-04-30,130.6,129.81,130.7,129.39,24.17M,24170000.0,4,2019,0.021269940569283774,Slight or No change
2019-04-29,129.77,129.9,130.18,129.35,16.32M,16320000.0,4,2019,-0.006355283307809989,Slight or No change
2019-04-26,129.89,129.7,130.52,129.02,23.65M,23650000.0,4,2019,0.0009247129536871235,Slight or No change
2019-04-25,129.15,130.06,131.37,128.83,38.03M,38030000.0,4,2019,-0.005697128339363977,Slight or No change
2019-04-24,125.01,125.79,125.85,124.52,31.26M,31260000.0,4,2019,-0.03205574912891984,Slight or No change
2019-04-23,125.44,124.1,125.58,123.83,24.03M,24030000.0,4,2019,0.0034397248220141563,Slight or No change
2019-04-22,123.76,122.62,124.0,122.57,15.65M,15650000.0,4,2019,-0.013392857142857095,Slight or No change
2019-04-18,123.37,122.19,123.52,121.3,27.99M,27990000.0,4,2019,-0.0031512605042016695,Slight or No change
2019-04-17,121.77,121.24,121.85,120.54,19.30M,19300000.0,4,2019,-0.012969117289454601,Slight or No change
2019-04-16,120.77,121.64,121.65,120.1,14.07M,14070000.0,4,2019,-0.008212203334154511,Slight or No change
2019-04-15,121.05,120.94,121.58,120.57,15.79M,15790000.0,4,2019,0.0023184565703402438,Slight or No change
2019-04-12,120.95,120.64,120.98,120.37,19.75M,19750000.0,4,2019,-0.0008261049153241995,Slight or No change
2019-04-11,120.33,120.54,120.85,119.92,14.21M,14210000.0,4,2019,-0.00512608515915669,Slight or No change
2019-04-10,120.19,119.76,120.35,119.54,16.48M,16480000.0,4,2019,-0.0011634671320535084,Slight or No change
2019-04-09,119.28,118.63,119.54,118.58,17.61M,17610000.0,4,2019,-0.007571345369831062,Slight or No change
2019-04-08,119.93,119.81,120.02,118.64,15.12M,15120000.0,4,2019,0.0054493628437291,Slight or No change
2019-04-05,119.89,119.39,120.23,119.37,15.83M,15830000.0,4,2019,-0.00033352789126994686,Slight or No change
2019-04-04,119.36,120.1,120.23,118.38,20.11M,20110000.0,4,2019,-0.0044207189924097,Slight or No change
2019-04-03,119.97,119.86,120.43,119.15,22.86M,22860000.0,4,2019,0.005110589812332478,Slight or No change
2019-04-02,119.19,119.06,119.48,118.52,18.14M,18140000.0,4,2019,-0.006501625406351574,Slight or No change
2019-04-01,119.02,118.95,119.11,118.1,22.79M,22790000.0,4,2019,-0.0014262941521939743,Slight or No change
2019-03-29,117.94,118.07,118.32,116.96,25.40M,25400000.0,3,2019,-0.009074105192404591,Slight or No change
2019-03-28,116.93,117.44,117.58,116.13,18.33M,18330000.0,3,2019,-0.008563676445650259,Slight or No change
2019-03-27,116.77,117.88,118.21,115.52,22.73M,22730000.0,3,2019,-0.0013683400324981942,Slight or No change
2019-03-26,117.91,118.62,118.7,116.85,26.10M,26100000.0,3,2019,0.00976278153635346,Slight or No change
2019-03-25,117.66,116.56,118.01,116.32,27.07M,27070000.0,3,2019,-0.002120261216181807,Slight or No change
2019-03-22,117.05,119.5,119.59,117.04,33.62M,33620000.0,3,2019,-0.005184429712731586,Slight or No change
2019-03-21,120.22,117.14,120.82,117.09,29.85M,29850000.0,3,2019,0.02708244340025634,Slight or No change
2019-03-20,117.52,117.39,118.75,116.71,28.11M,28110000.0,3,2019,-0.022458825486607936,Slight or No change
2019-03-19,117.65,118.09,118.44,116.99,37.59M,37590000.0,3,2019,0.0011061946902655162,Slight or No change
2019-03-18,117.57,116.17,117.61,116.05,31.21M,31210000.0,3,2019,-0.000679983000425044,Slight or No change
2019-03-15,115.91,115.34,117.25,114.59,54.63M,54630000.0,3,2019,-0.014119248107510418,Slight or No change
2019-03-14,114.59,114.54,115.2,114.33,30.76M,30760000.0,3,2019,-0.01138814597532567,Slight or No change
2019-03-13,114.5,114.13,115.0,113.78,35.51M,35510000.0,3,2019,-0.0007854088489397393,Slight or No change
2019-03-12,113.62,112.82,113.99,112.65,26.13M,26130000.0,3,2019,-0.007685589519650593,Slight or No change
2019-03-11,112.83,110.99,112.95,110.98,26.49M,26490000.0,3,2019,-0.006953001232177458,Slight or No change
2019-03-08,110.51,109.16,110.71,108.8,22.82M,22820000.0,3,2019,-0.0205619072941593,Slight or No change
2019-03-07,110.39,111.4,111.55,109.86,25.34M,25340000.0,3,2019,-0.0010858745814859017,Slight or No change
2019-03-06,111.75,111.87,112.66,111.43,17.69M,17690000.0,3,2019,0.01231995651780049,Slight or No change
2019-03-05,111.7,112.25,112.39,111.23,19.54M,19540000.0,3,2019,-0.0004474272930649059,Slight or No change
2019-03-04,112.26,113.02,113.25,110.8,26.61M,26610000.0,3,2019,0.005013428827215671,Slight or No change
